City Name
"Sarthar, Tehsil/District Umarkot"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
Newabad Arayanwala?Sheikhupura?District Sheikhupura
Rahim Yar Khan
"Road Township, Lahore"
Rahim Yar Khan
"Block Jade, Lahore"
"Nagar Chauburji, Lahore"
"Arifwala, District Pakpattan"
"Cantt., District Lahore"
"Block W, Jhang"
"Block C, Lahore"
House number 474?
"Cantt., District Lahore"
Khan Shamsabad? Rawalpindi
Office Kohat?Jarma?Tehsil/District Kohat
"Kakutri, Tehsil/District Haripur"
"Sarandi, District Faisalabad"
"Arifwala, District Pakpattan"
Dera Ghazi Khan
"Pakka, District Lodhran"
"Firozwala, District Sheikhupura"
"Punjab , Pakistan"
Abbas Colony? Bahawalpur
Khel? District Mianwali
"Multan Road, Lahore"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Yazman, District Bahawalpur"
"Dunyapur, District Lodhran"
"Muridke, District Sheikhupura"
"Market Street, Lahore"
Dunyapur? District Lodhran
"Johi, District Dadu"
"Tower, Karachi South"
"Gulberg 3, Lahore"
Cantt. District Lahore
"Watani, District Sahiwal"
"Sadar, District Multan"
Tehsil/ District Leh
Block Model Town?Lahore
"Dipalpur, District Okara"
Babusabu Bund Road?Lahore
"Canal Bank, Lahore"
Rahim Yar Khan
"Chunian, District Kasur"
"Hazro, District Attock"
Rahim Yar Khan
Syedan? District Rawalpindi
"Mohalla Qazipura, Hafizabad"
"Sir seyed, Rawalpindi"
"City, District Faisalabad"
Shorkot? District Jhang
"98NB, Tehsil/District Sargodha"
"Iqbal Town, Lahore"
"Bahawalpur, District Bahawalpur"
"Block H/3, Lahore"
Dera Ghazi Khan
Rahim Yar Khan
Ahmedpur East?District Bahawalpur
Johar?Block 12?Karachi East
"Jhang, Punjab, Pakistan"
?Patoki? District Kasur
"Bahria Town, Islamabad"
"GHAMNANA, TEHSIL/DISTRICT JHANG"
"Kali, Tehsil/District Multan"
"Westridge Valley, Rawalpindi"
District Jam Shoro
Bijli Ghar Gujrawala
Road Kemari?Karachi West
District Karachi Korangi
"Shikargarh, District Narowal"
Rahim Yar Khan
"Harbans pura, Lahore"
"Muridke, District Sheikhupura"
House number 2?
"Cantt, Lahore District"
Toba Tek Singh
"Marine, District Faisalabad"
"A Rehmanpura, Lahore"
Cantt Zilla Lahore
"Park Shahdara, Lahore"
"Road Shahadara, Lahore"
"Wapda Town, Lahore"
"Thanda Pani, Islamabad"
Bl H Rawalpindi
"7D3, Karachi Central"
Jatoi? District Muzaffargarh
"Sadar, District Faisalabad"
Mastooj? District Chitral
"Sialkot, District Sialkot"
"Melsi, District Vihari"
House number 58?
Dunyapur? District Lodhran
Khushab? District Khushab
"Ka Loni, Sargodha"
"City, District Faisalabad"
"City, District Faisalabad"
"Boriwala, District Wahari"
"Jardanwala, District Faisalabad"
"Basira Bazar, Muzaffargarh"
City? District Faisalabad
wala District Khanewal
"Cantt, District Lahore"
"Cantt, District Lahore"
"Sialkot, District Sialkot"
Cantt? District Lahore
Colony Khanewal Road?Multan
"Mahalla Graveyard, Gujranwala"
"Housing Society, Lahore"
Sector B? Mansehra
"Aisan, District Leh"
"Military Road, Sukkur"
Satellite Town?Block A?Sargodha
""
"Sarandi, District Faisalabad"
"Mohalla Hussainpura, Lahore"
Samandri? District Faisalabad
"Doulawala, Tehsil/District Kasur"
"Cantt, District Lahore"
Tehsil Hattian Bala\n
GPO?Mahalla Barun Gujran?Peshawar
Toba Tek Singh
"H# 309/13, Rawalpindi"
"Borivala, District Wahari"
Authority?Lahore Cantt?Lahore District
House No. 2/1?
ward 310 Umarkot
Orangi Town?Karachi West
Tezab ahata Lahore
"Jahanian, District Khanewal"
"Dipalpur, District Okara"
Tehsil/ District Pusheen
"City, District Faisalabad"
Rahim Yar Khan
House number 368?
"Colony, Karachi South"
Duniapur? District Lodhran
Duniapur? District Lodhran
Kasur? District Kasur
"Khanda, Nankana Sahib"
"Dipalpur, District Okara"
Dipalpur? District Okara
"Jaranwala, District Faisalabad"
Dipalpur? District Okara
"City, District Lahore"
Dunyapur? District Lodhran
Tehsil/ District Jhang
Railway Station? Bahawalpur
Bago? District Badin
City? District Faisalabad
"12, Karachi East"
"17, Karachi Central"
"Mahalla Hatiwan, Jhang"
District Karachi Malir
"Leh, District Leh"
"Cantt., District Lahore"
"Cantt, District Lahore"
Colony Shahdara Station?Lahore
"Cantt., District Lahore"
"Block Q, Lahore"
"Karamabad Rehmanpura, Lahore"
"Multan Road, Lahore"
"Garhi Shahu, Lahore"
"Block 3, Lahore"
"Block A, Lahore"
"Colony Shahdara, Lahore"
Shalimar? District Lahore
"Cantt, District Lahore"
"Raiwand, District Lahore."
"Road, Sumanabad, Lahore"
"Sukh Shahdara, Lahore"
", South Africa"
"Firozwala, District Sheikhupura"
"Block C25, Lahore"
"City, District Faisalabad"
"Mohalla Maqboolabad, Gujarat"
"Duniapur, District Lodhran"
"Sahiwal, District Sahiwal"
"11-C-1, Karachi Central"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"Samundari, District Faisalabad"
"Arifwala, District Pakpattan"
District Karachi Malir
"Block 13, Sargodha"
"Perwala, District Multan"
City? District Faisalabad
"No. 3, Tehsil/Zhob"
Muzaffar Colony? Okara
Mahalla Rafiqabad? Narowal
"Aqilpur, Tehsil/District Rajanpur"
Dunyapur? District Lodhran.
Molchand Near Shadman?Lahore
Gulburg 3 Lahore
Pakka? District Lodhran
"Bazar Gwalmandi, Lahore"
"Arifwala, District Pakpattan"
"Chishtian, District Bahawalnagar"
Town?Lahore Cantt?District Lahore
Colony Mazing Chongi?Lahore
"Chanu, District Khanewal"
"Taxila, District Rawalpindi"
Pakka District Lodhran
Tehsil/ District Ghotki
Dunyapur? District Lodhran
118-A-3?Mohalla PGECHS Phase1?Lahore
"Badami Bagh, Lahore"
"Bilal Nagar, Multan"
District Nowshehru Feroze
"Marin, District Faisalabad"
"Iqbal Town, Lahore"
"Gang, District Chakwal"
Toba Tek Singh
"Sadar, District Faisalabad"
Toba Tek Singh
"Road, Sumanabad, Lahore"
Road Garhi Shahu?Lahore
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Tehsil/ District Jhang
Dunyapur? District Lodhran
house? Nankana sir
"Arifwala, District Pakpattan"
N Block Burewal
Patuki? District Kasur
Road Karachi Jnaubi
Korangi?Karachi?Tehsil/District Karachi East
"DHA, karachi janubi"
Sheikhupura? District Sheikhupura
District Jam Shuro
"Sarandi, District Faisalabad"
"Sadar, District Faisalabad"
"Dunyapur, District Lodhran"
"Cantt., District Lahore"
Sabzazar Multan Road?Lahore
Haroonabad District Bahawalnagar
"Street# Gulshan, Lahore"
"Gujar Singh, Lahore"
bediyan road lahore
"Ghazi Road, Lahore"
""
Yazman? District Bahawalpur
"Cantt, District Lahore"
"Block 2, Lahore"
"Mahalla Islamnagar, Bahawalpur"
"Mohalla Rahmatpura, Pakpattan"
Sector F-9 Peshawar
Aisan? District Leh
"MDA Road, Multan"
"Mohalla Mohammadi, Multan"
Muzaffarabad? District Muzaffarabad
"Sheikhupora, District Sheikhupora"
Wala? District Khanewal
Dera Ghazi Khan
Dera Ghazi Khan
Rahim Yar Khan
Muzaffarabad? District Muzaffarabad
"Sadr, District Multan"
"Marin, District Faisalabad"
"Mahalla Bakhtewala, Gujranwala"
"Dunyapur, District Lodhran"
"Arifwala, District Pakpattan"
"Vihari, District Vihari"
"PUKKA, DISTRICT LODHRAN"
Phase 3?Qasimabad?District Hyderabad
"Housing Society, Lahore"
"Marine, District Faisalabad"
"Cant, Zila Lahore"
5/A-24?Mohalla Ferozepur Road?Lahore
"Jahanian, District Khaniwal"
"Salarzai, District Bajaur"
"Dunyapur, District Lodhran"
No. E-89 A-1-81?
"Pattoki, District Kasur"
"Bhawana, District Chiniot"
"Bandigo, Tehsil/District Bitgram"
Tehsil/District Nankana Sahib
Sadar? District Multan
Melsi? District Wahari
"Talagang, District Talagang"
"model colony, H.No."
Dunyapur? District Lodhran
Dunyapur District Lodhran
Rahim Yar Khan
Mohalla Kachiabadi? Islamabad
Mirpur Khas District
"Dipalpur, District Okara"
"Jaranwala, District Faisalabad"
"Tamiwali, District Bahawalpur"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Sajawal, District Thatta"
"Bhatian, District Hafizabad"
"Kohat, District Kohat"
"Sahiwal, District Sahiwal"
District Karachi Malir
"Sial, District Jhang."
Awan Town? Islamabad
"16, Karachi Central"
"Duniyapur, District Lodhran"
"Sarandi, District Faisalabad"
"Hafizabad, Punjab, Pakistan"
Rahim Yar Khan
Rahim Yar Khan
"Road Mazing, Lahore"
"Bhati Gate, Lahore"
"Cantt., District Lahore"
Floor Mil Lahore
Cantt District Lahore
"Gulshan Iqbal, Bahawalpur"
House number 1053?
"Jhangian Nagra, Lahore"
Rahim Yar Khan
No. 2? Okara
Rahim Yar Khan
Rahim Yar Khan
"Kharian, Gujarat District"
"City, District Faisalabad"
"Chunian, District Kasur"
"Sialkot, Punjab, Pakistan"
1 Mahalla Sufi
Dera Ghazi Khan
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Duniapur? District Lodhran
Block Z Khanewal
/ District Jhang
"Qasim Town, Gujranwala"
"Marin, District Faisalabad"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"Kaliar Road, Lahore"
"City, District Faisalabad"
"City, District Faisalabad"
Sheikhupura? District Sheikhupura
Duniapur? District Lodhran
"Vihari, District Vihari"
"Defense Road, Lahore"
Chowk Sant Nagar?Lahore
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
"Iqbal Town, Lahore"
Kaler Syedan?District Rawalpindi
"Tamiwali, District Bahawalpur"
Rahim Yar Khan
"Jhang, District Jhang"
"2D, Karachi South"
Zilla Vihari .
"Cantt, District Lahore"
"gulshan colony ,Lahore"
"Gulshan Ravi, Lahore"
Mohri Ghazan? Rawalpindi
/ District Jhang
"Samundari, District Faisalabad"
"Obavoro, District Ghotki."
"Bhawana, District Chiniot"
"Bhawana, District Chiniot"
House number 1?
Rahim Yar Khan
Rahim Yar Khan
"Jhamra, District Faisalabad"
"Dunyapur, District Lodhran"
"Dipalpur, District Okara"
"Sahiwal, District Sahiwal"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"Khaniwal, District Khaniwal"
Toba Tek Singh
"Dipalpur, District Okara"
"Marine, District Faisalabad"
"Sadar, District Faisalabad"
"Arifwala, District Pakpattan"
"Rajanpur, District Rajanpur"
"Arifwala, District Pakpattan"
"Saryab Road, Quetta"
"Dunyapur, District Lodhran"
"Farid Town, Gujranwala"
"Sahib, Tehsil/Zala Nowshera"
"Lalian, District Chiniot"
Muzaffarabad? District Muzaffarabad
Renala Khurd?Dist Okara
Dunyapur? District Lodhran
Rahim Yar Khan
Dunyapur? District Lodhran
"Medina Colony, Hafizabad"
"Dipalpur, District Okara"
"3, Karachi Central"
"Model Town, Sahiwal"
Alnoor Colony Rawalpindi
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Bhattian? District Hafizabad
"Sargodha, District Sargodha"
"Khanewal, District Khanewal"
"Latifabad, District Hyderabad"
Rahim Yar Khan
"Mahalla Gharibabad, Khairpur"
Mathilo? District Ghotki
Tehsil/ District Ghotki
District Noshro Feroze
"Dipalpur, District Okara"
"Mohalla Ambur, Muzaffarabad"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
Gumbat? District Khairpur
"Chunian, District Kasur"
"48/D, Karachi East"
"East, District Bahawalpur"
"Bhawana, District Chiniot"
"Watani, District Sahiwal"
Patuki? District Kasur
Multan Road?Block M?Lahore
"Sheikhupura, District Sheikhupura"
dipalpur zilla Okara
No. 5? Muzaffarabad
Chiniot? District Chiniot
District Mandi Bahauddin
"Anwar Chaklala, Rawalpindi"
Shah Zila Karak
"Cantt, District Lahore"
"Cantt., Tehsil/District Abbottabad"
"Samundari, District Faisalabad"
Lahore? District Swabi
Firozwala? District Sheikhupura
"Behzadi Chakrakot, Kohat"
"Shorkot, District Jhang"
"Ahbab Colony, Multan"
"Dunyapur, District Lodhran"
"Yazman, District Bahawalpur"
"Sadar, District Faisalabad"
Tehsil/ District Jhang
Pindi?Tehsil Gujrat?District Gujrat
Rahim Yar Khan
"No. 9, Lodhran"
Abbas Colony? Bahawalpur
Dunyapur? District Lodhran
"Okara, District Okara"
"Rajanpur, District Rajanpur"
"Marin, District Faisalabad"
"City, District Faisalabad"
Rahim Yar Khan
"Dipalpur, District Okara"
"Block B, Lahore"
"Pak Nagar, Lahore"
"Chunian, District Kasur"
"Abdal, District Attock"
"Shikargarh, District Narowal"
Dunyapur District Lodhran
Iqbal?Block 11?Karachi East
"Watani, District Sahiwal"
"Sarandi, District Faisalabad"
"Jaranwala, District Faisalabad"
Bhatian District Hafizabad
Tehsil/ District Rawalpindi
Dera Ghazi Khan
Pindi Bhatian?Dist. Hafizabad
"Shujaabad, District Multan"
"Hazari, District Jhang"
"Dunyapur, District Lodhran"
"Shorkot, District Jhang"
Cantt. District Lahore
"Arifwala, District Pakpattan"
Vihari District Vihari
"City, District Faisalabad"
"Sargodha, District Sargodha"
Rahim Yar Khan
"Sargodha, District Sargodha"
"Chunian, District Kasur"
Sahiwal? District Sargodha
"Arifwala, District Pakpattan"
Rahim Yar Khan
Kasur? District Kasur
Aisan? District Leh
""
"Yazman, District Bahawalpur"
"Dunyapur, District Lodhran"
"Sahiwal, District Sahiwal"
Dunyapur? District Lodhran
District Karachi Malir
Shorkot District Jhang
Rahim Yar Khan
Dera Ghazi Khan
"Mailsi, District Wahari"
Lyari? Karachi South
"no 6 ,sahiwal"
Rahim Yar Khan
"444JB, Tehsil/Dist. Jhang"
"Shorkot, District Jhang"
House number 153?
"Arifwala, District Pakpattan"
"Sadar, District Faisalabad"
"Sadar, District Faisalabad"
"Dunyapur, District Lodhran"
District Nankana Sahib
"Noorpur, District Khushab"
"Chobara, District Leh"
Toba Tek Singh
Rahim Yar Khan
"Chinnu, District Khanewal"
House number 17?
"Cantt, District Lahore"
gilgisht colony Multan
Rahim Yar Khan
D?Lahore Cantt?District Lahore
Dipalpur? District Okara
"Dunyapur, District Lodhran"
Sheikhupura? District Sheikhupura
"Chunian, District Kasur"
"Nishtar Colony, Lahore"
"Daska, District Sialkot"
Patuki? Kasur District
"Tehsil, Rajanpur District"
"Arifwala, District Pakpattan"
House number E-589?
1/2–1?Sector 32–B?Karachi East
Sargodha? District Sargodha
Khas?Machike?Tehsil Sheikhupura?District Sheikhupura
"Chunian, District Kasur"
"Khanewal, District Khanewal"
"Pirwala, District Multan"
Dunyapur? District Lodhran
"Arifwala, District Pakpattan"
Chunian? District Kasur
"Bhalwal, District Sargodha"
"Chunian, District Kasur"
"Sadar, District Faisalabad"
"Johar, Karachi East"
Rahim Yar Khan
Dhera ghazi Khan
Dera Ghazi Khan
Bhatian? District Hafizabad
"Warkan, District Gujranwala"
Nahi Karachi?Karachi West
Sadar? District Faisalabad
Dunyapur? District Lodhran
"Dipalpur, District Okara"
"Sadar, District Faisalabad"
BLOCK D1?SECTOR G-8/3?ISLAMABAD
Sadar? District Faisalabad
Rahim Yar Khan
Udu? District Muzaffargarh
Kot Addu?District Muzaffargarh
Yazman? District Bahawalpur
"Yazman, District Bahawalpur"
"Kishan, District Kasur"
Rahim Yar Khan
Rahim Yar Khan
City? District Faisalabad
"Saadullahpur, Tehsil/Zala Lodhran"
Hajira? District Poonch
192 Gb Ujla?
Rahim Yar Khan
"Kabirwala, District Khanewal"
"Pakpattan, District Pakpattan"
Muzaffarabad? District Muzaffarabad
Dadlo?Pano Aqil?District Sukkur
Dera Ghazi Khan
"Mohalla Chiragpura, Narowal"
"Bhawana, District Chiniot"
Dari Road Shahdara?Lahore
"Dunyapur, District Lodhran"
"Jamali Road, Rawalpindi"
"Cantt., District Lahore"
"Alipur, District Muzaffargarh"
Pakka? District Lodhran
Rahim Yar Khan
Dera Ghazi Khan
Faisalabad City?District Faisalabad
"Dipalpur, District Okara"
"Khaniwal, District Khaniwal"
Duniapur? District Lodhran
Dunyapur? District Lodhran
"Sheikhupura, Punjab, Pakistan"
Cantt? District Lahore
"Khanewal, District Khanewal"
District Karachi West
"Sargodha, District Sargodha"
"Sadar, District Faisalabad"
Town? Karachi West
Melsi District Vehari
"Bhawana, District Chiniot"
Bhawana? Chiniot District
WB?Tehsil Dunyapur?District Lodhran
"Gujranwala, District Gujranwala"
Sahiwal? District Sahiwal
"Arifwala, District Pakpattan"
Sial? District Jhang
"Chunian, District Kasur"
127-A?Mohalla Satellite Town?Sargodha
"Paplan, District Mianwali"
"Model Town, Lahore"
"Addo, District Muzaffargarh"
"464JB, Tehsil/Dist. Jhang"
Sector G-7/3-3? Islamabad
"(Nasirabad), District Muzaffarabad"
"Arifwala, District Pakpattan"
"Noor Colony, Jhang"
"Harunabad, District Bahawalnagar"
"Jhang, District Jhang"
"Kapro, District Sanghar"
Rahim Yar Khan
"Samundari, District Faisalabad"
"Jatoi, District Muzaffargarh"
Rahim Yar Khan
Rahim Yar Khan
"50-B, Karachi East"
District Karachi Korangi
Rahim Yar Khan
"Arifwala, District Pakpattan"
"Marin, District Faisalabad"
"Sadar, District Faisalabad"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Tehsil/ District Khairpur
Sadar? District Faisalabad
Rahim Yar Khan
"Duniapur, District Lodhran"
New Sukkur?District Sukkur
"Marin, District Faisalabad"
Water Tank? Lahore
"Pattoki, District Kasur"
East? District Bahawalpur
District Laki Marwat
"Gulberg 3, Lahore"
Road Model Town?Lahore
Bhera? District Sargodha
"Clurkot, District Bhakkar"
Jhang? District Jhang
"Okara, District Okara"
Bahria Town?Block Jennifer?Lahore
"Havelian, District Abbottabad"
Tehsil/ District Islamabad
"Phalgaran, Tehsil/District Islamabad"
Jhang? District Jhang
"Pakka, District Lodhran"
Tehsil/ District Kotli
"Lower, Tehsil/District Hafizabad"
"Block D, Gujranwala"
"Sarandi, District Faisalabad"
"Punjab , Pakistan"
"Dunyapur, District Lodhran"
"Arifwala, District Pakpattan"
"Farash Town, Islamabad"
"Kabirwala, District Khanewal"
Chishtian? District Bahawalnagar
upper mall lahore
Lehtaraz road Islamabad
Kharian? District Gujrat
"Kamonki, District Gujranwala"
"Kamonki, District Gujranwala"
Hasilpur? District Bahawalpur
"Wala, District Khanewal."
Bahawalpur District Bahawalpur
"Kot, Tehsil/District Multan"
"Leh, District Leah"
Jaranwala? District Faisalabad
lakar mandi Faislabad
Duniapur? District Lodhran
"Yazman, District Bahawalpur"
"Allahabad, Tehsil/District Wahari"
"Leh, District Leh"
"Mahalla Shaheenabad, Gujranwala"
Toba Tek Singh
Chak Jhamra?District Faisalabad
Office Khas?Dunyapur?District Lodhran
"Chunian, District Kasur"
Tehsil/ District Bahawalpur
"Dunyapur, District Lodhran"
Dera Ghazi Khan
Dera Ghazi Khan
"Okara, District Okara"
Muqim?Tehsil Dipalpur?District Okara
"Dunyapur, District Lodhran"
"d.1 Township, Lahore"
"Punjab , Pakistan"
"Pakka, District Lodhran"
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Sialkot? District Sialkot
Hamza Town? Gujranwala
"Dunyapur, District Lodhran"
"Sahib, District Pusheen"
"Hyder Colony, Peshawar"
"Jampur, District Rajanpur"
"Kamonki, District Gujranwala"
"Dunyapur, District Lodhran"
"Kishan, District Kasur"
"Khanewal, District Khanewal"
Kabirwala? District Khanewal
"Mailsi, District Wahari"
"Jaranwala, District Faisalabad"
Rahim Yar Khan
"Samandri, District Faisalabad"
Mailsi? District Wahari
"Khanewal, District Khanewal"
Toba Tek Singh
"Arifwala, District Pakpattan"
"Ferozepur Road, Lahore"
"Abbas, District Bahawalnagar"
District Karachi Korangi
"Multan Road, Lahore"
"Chunian, District Kasur"
"Chunian, District Kasur"
"Cantt., District Lahore"
"Samundari, District Faisalabad"
"Vihari, District Vihari"
Tehsil/ District Leh
"Arifwala, District Pakpattan"
"Lodhran, Punjab, Pakistan"
Toba Tek Singh
"Bhawana, District Chiniot"
"Saadi, District Faisalabad"
"Arifwala, District Pakpattan"
District Karachi Malir
Rahim Yar Khan
"Khaniwal, District Khaniwal"
District Karachi Malir
Station Colony Jamshoro?Kotri?Dist.Jamshoro
Rahim Yar Khan
"Dunyapur, District Lodhran"
"Para, Karachi East"
Malir Zilla Karachi
District Karachi Malir
Nazimabad 2?Karachi Central
Rahim Yar Khan
District Karachi Malir
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Rahim Yar Khan
Jaranwala? District Faisalabad
"Sukkur, District Sukkur"
"2, Karachi Central"
Rahim Yar Khan
"Kapru, District Sanghar"
"Sadar, District Faisalabad"
Sadar? District Faisalabad
"Cantt., District Lahore"
Colony?Lahore Cantt?Lahore District
"Gulbarg III, Lahore"
Sabzazar Scheme? Lahore
"Khurd, District Okara"
"Dhobi Ghat, Lahore"
Dunyapur? District Lodhran
Chunian? District Kasur
Bazman District Bahawalpur
"Islami Colony, Bahawalpur"
Colony?Lahore Cantt?District Lahore
"Cantt, District Lahore"
"Sahiwal, District Sargodha"
"Nowshera, Tehsil Nowshera\n"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
Dunyapur? District Lodhran
Silanwali? District Sargodha
"Bhai, District Mardan"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
Office Khas?Salanwali?Dist Sargodha
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
"Gol Chowk, Okara"
"Garden Town, Rawalpindi"
Town? Karachi West
"Wadi, District Apardir"
Tehsil/ District Abbottabad
"Patuki, District Kasur"
"Chunian, District Kasur"
"Lohianwala, Tehsil/District Gujranwala"
"Pattoki, District Kasur"
Kabirwala? District Khanewal
"Chishtian, District Bahawalnagar"
Chishtian? District Bahawalnagar
Chishtian? District Bahawalnagar
"Chanun, District Khanewal"
Shujaabad? District Multan
"Ahmed Abad, Multan"
"Jampur, District Rajanpur"
"Chunian, District Kasur"
Dera Ghazi Khan
District Karachi Malir
Sadar? District Multan
"Pattoki, District Kasur"
"45-A, Karachi East"
"Jahanian, District Khaniwal"
Park Ravi Road?Lahore
"Pakka, District Lodhran"
"Jund, District Attock"
"Khaniwal, District Khaniwal"
"Pakpattan, District Pakpattan"
"City, District Faisalabad"
Marine? District Faisalabad
"Pakka, District Lodhran"
"Jhamra, District Faisalabad"
House number F-466?
"Jardanwala, District Faisalabad"
"Liaquatabad, Karachi Central"
"Green Town, Lahore"
Dera Ghazi Khan
"City, District Faisalabad"
"Sher Road, Lahore"
"Khan, Punjab, Pakistan"
"City, District Faisalabad"
Tehsil/ District Sanghar
"Rohri, District Sukkur"
"Baksh Road, Lahore"
"Sadar, District Multan"
"Firozwala, District Sheikhupura"
"Khanewal, District Khanewal"
Teli Gali? Mansehra
"Dunyapur, District Lodhran"
"Cantt, Tehsil/District Attock"
Okara? District Okara
"Kunri, District Umarkot"
Dera Ghazi Khan
Manga Mandi? Lahore
"Arifwala, District Pakpattan"
Hazari? District Jhang
Old Market?Patoki?District Kasur
"Sargodha, District Sargodha"
"Arifwala, District Pakpattan"
"Malikpur, Tehsil/District Lodhran"
Lodhran? District Lodhran
"Bhawana, District Chiniot"
"Dunyapur, District Lodhran"
Cant Bazar?Karachi East
Rahim Yar Khan
"Mathilo, District Ghotki"
"Chunian, District Kasur"
"Chunian, District Kasur"
"East, Tehsil/District Lodhran"
District Nankana Sahib
Tehsil/ District Kasur
Rahim Yar Khan
"Multan Road, Bahawalpur"
"5-A-2, Karachi Central"
"Band Road, Lahore"
Office Manga Mandi?Lahore
Rahim Yar Khan
"Jhang, District Jhang"
Rahim Yar Khan
Rahim Yar Khan
"Jaranwala, District Faisalabad"
"Mahalla Budhewala, Jhang"
Tehsil/ District Sanghar
"Ward 310, Umarkot"
"Kanri, District Umarkot"
Rahim Yar Khan
"Okara, District Okara"
"Bhawana, District Chiniot"
Rahim Yar Khan
Rahim Yar Khan
Pattoki? District Kasur
"Pattoki, District Kasur"
"Mustafa Town, Lahore"
"Chunian, District Kasur"
"Jahanian, District Khanewal"
District Lower Dir
Rahim Yar Khan
"Lalian, District Chiniot"
"Golra Sharif, Islamabad"
Rahim Yar Khan
"Bhawana, District Chiniot"
"Road Mazang, Lahore"
"Office Khas, Islamabad"
"5-G, Karachi Central"
"Shahan, Tehsil/District Islamabad"
Rahim Yar Khan
Rahim Yar Khan
"Leh, District Leh"
Rahim Yar Khan
DERA GHAZI KHAN
wala zila Multan
"Waraich, Tehsil/District Gujranwala"
"Pirwala, District Multan"
Rahim Yar Khan
"Yazman, District Bahawalpur"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"Yazman, District Bahawalpur"
Rahim Yar Khan
Dera Ghazi Khan
"Cantt, District Lahore"
"Jang, District Attock"
"Kemari, Karachi West"
"Office GPO, Peshawar"
"Chunian, District Kasur"
"Block D, Lahore"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Sadiqabad?Alipur?Tehsil Jahanian?Khaniwal District
"Jahanian, District Khanewal"
"Yazman, District Bahawalpur"
"City, District Lahore."
"Mailsi, District Vehari"
"Duniapur, District Lodhran"
"Jampur, District Rajanpur"
"Mahalla Jalalabad, Jhang"
"Arifwala, District Pakpattan"
"Jampur, District Rajanpur"
"Mirwah, District Khairpur"
"Khurd, District Okara"
"Jardanwala, District Faisalabad"
"Patuki, District Kasur"
"Cantt, District Lahore"
"Jhang, District Jhang"
Mahalla Gulabwala? Jhang
Mohalla Sarafanwala? Jhang
"Jhang, District Jhang"
Mahalla Gulabwala? Jhang
TAHSIL/ DISTRICT JHANG
Jhang? District Jhang
"Jhang, District Jhang"
Jhang. District Jhang
"Town, Sadiqabad, Rawalpindi"
Rahim Yar Khan
"Cantt., District Lahore"
Rahim Yar Khan
"Sheikhupura, District Sheikhupura"
Tehsil/ District Peshawar
"Lyari, Karachi South"
"Patuki, District Kasur"
"Pattoki, District Kasur"
"Cantt, District Lahore"
"Dunyapur, District Lodhran"
"Abbas, District Bahawalnagar"
"Jhang, District Jhang"
"Sial, District Jhang"
"Jhang, District Jhang"
o Zila Jhang
Rahim Yar Khan
"JB, Tehsil/Dist. Jhang"
"Jhang, District Jhang"
"Chauhar, Tehsil/Zilla Jhang"
"Sheikhana, Tehsil/Zala Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"A-16, Karachi Central"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
Tehsil/ District Jhang
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Pattoki, District Kasur"
"Chinnu, District Khanewal"
"Dunyapur, District Lodhran"
"Sharqpur, District Sheikhupora"
"Latkaran, Tehsil/District Muzaffargarh"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
"Jaranwala, District Faisalabad"
"Okara, District Okara"
Dajkot Distt Faisalabad
"Jampur, District Rajanpur"
Sial? District Jhang
"Karachi, Karachi Central"
Sadar? District Faisalabad
"Dunyapur, District Lodhran"
"Taxila, District Rawalpindi"
"Kotha Pind, Lahore"
Islamabad? District Islamabad
Lane Tilakchadi?Hyderabad City?Dist.Hyderabad
"Jatoi, District Muzaffargarh"
"Road, Karachi South"
"Dewan Wali, Jhang"
"Shujaabad, District Multan"
"Duniapur, District Lodhran"
"Duniapur, District Lodhran"
"Block E, Multan"
"Dunyapur, District Lodhran"
